Cell Name	Cluster number	cluster_label	sample_detail	sample	cell_id	CD8_cluster	patient	response
G11_P1_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	G11_P1_MMD8_L001	CD8_G	P16	NR
G12_P1_MMD8_L001	10	memory_T	Post_P16	Post_P16	G12_P1_MMD8_L001	CD8_G	P16	NR
G12_P5_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	G12_P5_MMD8_L001	CD8_G	P16	NR
G1_P2_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	G1_P2_MMD8_L001	CD8_B	P16	NR
G1_P4_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	G1_P4_MMD8_L001	CD8_B	P16	NR
G1_P5_MMD8_L001	7	Tregs	Post_P16	Post_P16	G1_P5_MMD8_L001	CD8_B	P16	NR
G2_P1_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	G2_P1_MMD8_L001	CD8_G	P16	NR
G2_P4_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	G2_P4_MMD8_L001	CD8_G	P16	NR
G2_P5_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	G2_P5_MMD8_L001	CD8_B	P16	NR
G4_P1_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	G4_P1_MMD8_L001	CD8_B	P16	NR
G4_P2_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	G4_P2_MMD8_L001	CD8_B	P16	NR
G4_P4_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	G4_P4_MMD8_L001	CD8_B	P16	NR
G5_P4_MMD8_L001	11	Lymphocytes_cell_cycle	Post_P16	Post_P16	G5_P4_MMD8_L001	CD8_B	P16	NR
G5_P5_MMD8_L001	8	Cytotoxicity	Post_P16	Post_P16	G5_P5_MMD8_L001	CD8_G	P16	NR
G6_P1_MMD8_L001	10	memory_T	Post_P16	Post_P16	G6_P1_MMD8_L001	CD8_G	P16	NR
G6_P4_MMD8_L001	11	Lymphocytes_cell_cycle	Post_P16	Post_P16	G6_P4_MMD8_L001	CD8_B	P16	NR
G7_P1_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	G7_P1_MMD8_L001	CD8_G	P16	NR
G7_P5_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	G7_P5_MMD8_L001	CD8_B	P16	NR
G8_P1_MMD8_L001	11	Lymphocytes_cell_cycle	Post_P16	Post_P16	G8_P1_MMD8_L001	CD8_B	P16	NR
G9_P1_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	G9_P1_MMD8_L001	CD8_G	P16	NR
G9_P5_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	G9_P5_MMD8_L001	CD8_G	P16	NR
H10_P4_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H10_P4_MMD8_L001	CD8_G	P16	NR
H12_P1_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H12_P1_MMD8_L001	CD8_G	P16	NR
H12_P4_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	H12_P4_MMD8_L001	CD8_B	P16	NR
H2_P4_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	H2_P4_MMD8_L001	CD8_G	P16	NR
H2_P5_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H2_P5_MMD8_L001	CD8_G	P16	NR
H3_P1_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H3_P1_MMD8_L001	CD8_G	P16	NR
H3_P2_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H3_P2_MMD8_L001	CD8_G	P16	NR
H4_P1_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	H4_P1_MMD8_L001	CD8_B	P16	NR
H4_P4_MMD8_L001	11	Lymphocytes_cell_cycle	Post_P16	Post_P16	H4_P4_MMD8_L001	CD8_B	P16	NR
H5_P1_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	H5_P1_MMD8_L001	CD8_B	P16	NR
H5_P2_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H5_P2_MMD8_L001	CD8_G	P16	NR
H5_P4_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	H5_P4_MMD8_L001	CD8_G	P16	NR
H6_P1_MMD8_L001	6	Exhausted_CD8T	Post_P16	Post_P16	H6_P1_MMD8_L001	CD8_G	P16	NR
H6_P4_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H6_P4_MMD8_L001	CD8_G	P16	NR
H6_P5_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H6_P5_MMD8_L001	CD8_G	P16	NR
H7_P5_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	H7_P5_MMD8_L001	CD8_G	P16	NR
H8_P1_MMD8_L001	5	Lymphocytes	Post_P16	Post_P16	H8_P1_MMD8_L001	CD8_G	P16	NR
H8_P4_MMD8_L001	8	Cytotoxicity	Post_P16	Post_P16	H8_P4_MMD8_L001	CD8_G	P16	NR
H9_P1_MMD8_L001	8	Cytotoxicity	Post_P16	Post_P16	H9_P1_MMD8_L001	CD8_G	P16	NR
H9_P4_MMD8_L001	11	Lymphocytes_cell_cycle	Post_P16	Post_P16	H9_P4_MMD8_L001	CD8_B	P16	NR
H9_P5_MMD8_L001	9	Exhausted_HS_CD8T	Post_P16	Post_P16	H9_P5_MMD8_L001	CD8_B	P16	NR
A10_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A10_P5_MMD9_L001	CD8_G	P17	R
A11_P1_MMD9_L001	2	Plasma_cells	Post_P17	Post_P17	A11_P1_MMD9_L001	CD8_G	P17	R
A11_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A11_P2_MMD9_L001	CD8_G	P17	R
A11_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A11_P3_MMD9_L001	CD8_G	P17	R
A11_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A11_P5_MMD9_L001	CD8_G	P17	R
A12_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A12_P2_MMD9_L001	CD8_G	P17	R
A12_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A12_P3_MMD9_L001	CD8_G	P17	R
A12_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A12_P5_MMD9_L001	CD8_G	P17	R
A2_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A2_P3_MMD9_L001	CD8_G	P17	R
A2_P5_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	A2_P5_MMD9_L001	CD8_G	P17	R
A3_P3_MMD9_L001	11	Lymphocytes_cell_cycle	Post_P17	Post_P17	A3_P3_MMD9_L001	CD8_B	P17	R
A4_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A4_P1_MMD9_L001	CD8_G	P17	R
A4_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A4_P3_MMD9_L001	CD8_G	P17	R
A5_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A5_P1_MMD9_L001	CD8_G	P17	R
A5_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A5_P2_MMD9_L001	CD8_G	P17	R
A5_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A5_P5_MMD9_L001	CD8_G	P17	R
A6_P3_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	A6_P3_MMD9_L001	CD8_G	P17	R
A7_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A7_P2_MMD9_L001	CD8_G	P17	R
A7_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A7_P5_MMD9_L001	CD8_G	P17	R
A8_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	A8_P1_MMD9_L001	CD8_G	P17	R
B10_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B10_P2_MMD9_L001	CD8_G	P17	R
B10_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B10_P3_MMD9_L001	CD8_G	P17	R
B10_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B10_P5_MMD9_L001	CD8_G	P17	R
B11_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B11_P1_MMD9_L001	CD8_G	P17	R
B11_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B11_P5_MMD9_L001	CD8_G	P17	R
B12_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B12_P2_MMD9_L001	CD8_G	P17	R
B12_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B12_P3_MMD9_L001	CD8_G	P17	R
B1_P1_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	B1_P1_MMD9_L001	CD8_G	P17	R
B1_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B1_P3_MMD9_L001	CD8_G	P17	R
B1_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B1_P5_MMD9_L001	CD8_G	P17	R
B2_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B2_P5_MMD9_L001	CD8_G	P17	R
B3_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B3_P2_MMD9_L001	CD8_G	P17	R
B3_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B3_P3_MMD9_L001	CD8_G	P17	R
B4_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B4_P1_MMD9_L001	CD8_G	P17	R
B4_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B4_P2_MMD9_L001	CD8_G	P17	R
B5_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B5_P3_MMD9_L001	CD8_G	P17	R
B6_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B6_P1_MMD9_L001	CD8_G	P17	R
B6_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B6_P5_MMD9_L001	CD8_G	P17	R
B7_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B7_P2_MMD9_L001	CD8_G	P17	R
B8_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B8_P1_MMD9_L001	CD8_G	P17	R
B8_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B8_P2_MMD9_L001	CD8_G	P17	R
B9_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B9_P2_MMD9_L001	CD8_G	P17	R
B9_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	B9_P3_MMD9_L001	CD8_G	P17	R
C10_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C10_P1_MMD9_L001	CD8_G	P17	R
C10_P2_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	C10_P2_MMD9_L001	CD8_G	P17	R
C10_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C10_P3_MMD9_L001	CD8_G	P17	R
C10_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C10_P5_MMD9_L001	CD8_G	P17	R
C11_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C11_P5_MMD9_L001	CD8_G	P17	R
C12_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C12_P1_MMD9_L001	CD8_G	P17	R
C12_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C12_P2_MMD9_L001	CD8_G	P17	R
C1_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C1_P1_MMD9_L001	CD8_G	P17	R
C1_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C1_P3_MMD9_L001	CD8_G	P17	R
C2_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C2_P2_MMD9_L001	CD8_G	P17	R
C2_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C2_P5_MMD9_L001	CD8_G	P17	R
C3_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C3_P1_MMD9_L001	CD8_G	P17	R
C3_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C3_P2_MMD9_L001	CD8_G	P17	R
C4_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C4_P1_MMD9_L001	CD8_G	P17	R
C4_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C4_P2_MMD9_L001	CD8_G	P17	R
C4_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C4_P3_MMD9_L001	CD8_G	P17	R
C4_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C4_P5_MMD9_L001	CD8_G	P17	R
C5_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C5_P1_MMD9_L001	CD8_G	P17	R
C5_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C5_P2_MMD9_L001	CD8_G	P17	R
C5_P5_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	C5_P5_MMD9_L001	CD8_G	P17	R
C6_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C6_P1_MMD9_L001	CD8_G	P17	R
C6_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C6_P2_MMD9_L001	CD8_G	P17	R
C6_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C6_P3_MMD9_L001	CD8_G	P17	R
C6_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C6_P5_MMD9_L001	CD8_G	P17	R
C7_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C7_P1_MMD9_L001	CD8_G	P17	R
C7_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C7_P2_MMD9_L001	CD8_G	P17	R
C8_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C8_P2_MMD9_L001	CD8_G	P17	R
C8_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C8_P3_MMD9_L001	CD8_G	P17	R
C9_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C9_P1_MMD9_L001	CD8_G	P17	R
C9_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	C9_P3_MMD9_L001	CD8_G	P17	R
D11_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D11_P2_MMD9_L001	CD8_G	P17	R
D11_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D11_P3_MMD9_L001	CD8_G	P17	R
D11_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D11_P5_MMD9_L001	CD8_G	P17	R
D12_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D12_P2_MMD9_L001	CD8_G	P17	R
D12_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D12_P5_MMD9_L001	CD8_G	P17	R
D1_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D1_P1_MMD9_L001	CD8_G	P17	R
D1_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D1_P3_MMD9_L001	CD8_G	P17	R
D1_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D1_P5_MMD9_L001	CD8_G	P17	R
D2_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D2_P1_MMD9_L001	CD8_G	P17	R
D2_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D2_P2_MMD9_L001	CD8_G	P17	R
D3_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D3_P1_MMD9_L001	CD8_G	P17	R
D3_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D3_P3_MMD9_L001	CD8_G	P17	R
D4_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D4_P2_MMD9_L001	CD8_G	P17	R
D4_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D4_P5_MMD9_L001	CD8_G	P17	R
D5_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D5_P1_MMD9_L001	CD8_G	P17	R
D5_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D5_P3_MMD9_L001	CD8_G	P17	R
D6_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D6_P1_MMD9_L001	CD8_G	P17	R
D6_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D6_P3_MMD9_L001	CD8_G	P17	R
D8_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	D8_P1_MMD9_L001	CD8_G	P17	R
E11_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E11_P5_MMD9_L001	CD8_G	P17	R
E12_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E12_P1_MMD9_L001	CD8_G	P17	R
E12_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E12_P2_MMD9_L001	CD8_G	P17	R
E12_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E12_P3_MMD9_L001	CD8_G	P17	R
E12_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E12_P5_MMD9_L001	CD8_G	P17	R
E1_P1_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	E1_P1_MMD9_L001	CD8_G	P17	R
E1_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E1_P5_MMD9_L001	CD8_G	P17	R
E2_P1_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	E2_P1_MMD9_L001	CD8_G	P17	R
E2_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E2_P3_MMD9_L001	CD8_G	P17	R
E3_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E3_P2_MMD9_L001	CD8_G	P17	R
E3_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E3_P3_MMD9_L001	CD8_G	P17	R
E3_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E3_P5_MMD9_L001	CD8_G	P17	R
E4_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E4_P1_MMD9_L001	CD8_G	P17	R
E4_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E4_P2_MMD9_L001	CD8_G	P17	R
E4_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E4_P5_MMD9_L001	CD8_G	P17	R
E5_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E5_P5_MMD9_L001	CD8_G	P17	R
E6_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E6_P1_MMD9_L001	CD8_G	P17	R
E6_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E6_P3_MMD9_L001	CD8_G	P17	R
E6_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E6_P5_MMD9_L001	CD8_G	P17	R
E7_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E7_P1_MMD9_L001	CD8_G	P17	R
E7_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E7_P3_MMD9_L001	CD8_G	P17	R
E8_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E8_P5_MMD9_L001	CD8_G	P17	R
E9_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E9_P3_MMD9_L001	CD8_G	P17	R
E9_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	E9_P5_MMD9_L001	CD8_G	P17	R
F10_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F10_P5_MMD9_L001	CD8_G	P17	R
F11_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F11_P1_MMD9_L001	CD8_G	P17	R
F11_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F11_P3_MMD9_L001	CD8_G	P17	R
F11_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F11_P5_MMD9_L001	CD8_G	P17	R
F12_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F12_P1_MMD9_L001	CD8_G	P17	R
F12_P3_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	F12_P3_MMD9_L001	CD8_G	P17	R
F1_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F1_P5_MMD9_L001	CD8_G	P17	R
F2_P5_MMD9_L001	10	memory_T	Post_P17	Post_P17	F2_P5_MMD9_L001	CD8_G	P17	R
F3_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F3_P1_MMD9_L001	CD8_G	P17	R
F3_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F3_P3_MMD9_L001	CD8_G	P17	R
F4_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F4_P1_MMD9_L001	CD8_G	P17	R
F4_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F4_P3_MMD9_L001	CD8_G	P17	R
F5_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F5_P1_MMD9_L001	CD8_G	P17	R
F5_P2_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	F5_P2_MMD9_L001	CD8_G	P17	R
F5_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F5_P3_MMD9_L001	CD8_G	P17	R
F5_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F5_P5_MMD9_L001	CD8_G	P17	R
F6_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F6_P1_MMD9_L001	CD8_G	P17	R
F6_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F6_P2_MMD9_L001	CD8_G	P17	R
F6_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F6_P5_MMD9_L001	CD8_G	P17	R
F8_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F8_P1_MMD9_L001	CD8_G	P17	R
F8_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F8_P2_MMD9_L001	CD8_G	P17	R
F8_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	F8_P3_MMD9_L001	CD8_G	P17	R
F9_P3_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	F9_P3_MMD9_L001	CD8_G	P17	R
G11_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G11_P3_MMD9_L001	CD8_G	P17	R
G11_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G11_P5_MMD9_L001	CD8_G	P17	R
G12_P1_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	G12_P1_MMD9_L001	CD8_G	P17	R
G12_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G12_P2_MMD9_L001	CD8_G	P17	R
G12_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G12_P5_MMD9_L001	CD8_G	P17	R
G1_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G1_P1_MMD9_L001	CD8_G	P17	R
G1_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G1_P2_MMD9_L001	CD8_G	P17	R
G1_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G1_P3_MMD9_L001	CD8_G	P17	R
G1_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G1_P5_MMD9_L001	CD8_G	P17	R
G2_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G2_P2_MMD9_L001	CD8_G	P17	R
G2_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G2_P3_MMD9_L001	CD8_G	P17	R
G3_P1_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	G3_P1_MMD9_L001	CD8_G	P17	R
G3_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G3_P2_MMD9_L001	CD8_G	P17	R
G3_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G3_P3_MMD9_L001	CD8_G	P17	R
G3_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G3_P5_MMD9_L001	CD8_G	P17	R
G4_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G4_P1_MMD9_L001	CD8_G	P17	R
G4_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G4_P2_MMD9_L001	CD8_G	P17	R
G4_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G4_P5_MMD9_L001	CD8_G	P17	R
G5_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G5_P1_MMD9_L001	CD8_G	P17	R
G5_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G5_P2_MMD9_L001	CD8_G	P17	R
G5_P3_MMD9_L001	9	Exhausted_HS_CD8T	Post_P17	Post_P17	G5_P3_MMD9_L001	CD8_G	P17	R
G5_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G5_P5_MMD9_L001	CD8_G	P17	R
G6_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G6_P1_MMD9_L001	CD8_G	P17	R
G6_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G6_P2_MMD9_L001	CD8_G	P17	R
G6_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G6_P5_MMD9_L001	CD8_G	P17	R
G7_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G7_P3_MMD9_L001	CD8_G	P17	R
G8_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G8_P1_MMD9_L001	CD8_G	P17	R
G8_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G8_P5_MMD9_L001	CD8_G	P17	R
G9_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G9_P1_MMD9_L001	CD8_G	P17	R
G9_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	G9_P2_MMD9_L001	CD8_G	P17	R
H10_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H10_P1_MMD9_L001	CD8_G	P17	R
H10_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H10_P2_MMD9_L001	CD8_G	P17	R
H10_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H10_P5_MMD9_L001	CD8_G	P17	R
H12_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H12_P3_MMD9_L001	CD8_G	P17	R
H1_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H1_P1_MMD9_L001	CD8_G	P17	R
H1_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H1_P3_MMD9_L001	CD8_G	P17	R
H1_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H1_P5_MMD9_L001	CD8_G	P17	R
H2_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H2_P2_MMD9_L001	CD8_G	P17	R
H3_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H3_P2_MMD9_L001	CD8_G	P17	R
H3_P3_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H3_P3_MMD9_L001	CD8_G	P17	R
H3_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H3_P5_MMD9_L001	CD8_G	P17	R
H5_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H5_P2_MMD9_L001	CD8_G	P17	R
H5_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H5_P5_MMD9_L001	CD8_G	P17	R
